Epoch	Train	Validation
epoch: 1, step: 35, time: 32.1, train: 26.076, valid: 18.379, train_acc: 0.069, valid_acc: 0.086
epoch: 95, step: 3357, time: 32.2, train: 7.342, valid: 7.012, train_acc: 0.385, valid_acc: 0.398
epoch: 96, step: 3390, time: 29.4, train: 6.932, valid: 6.907, train_acc: 0.402, valid_acc: 0.400
epoch: 97, step: 3421, time: 28.9, train: 6.935, valid: 7.273, train_acc: 0.405, valid_acc: 0.389
epoch: 98, step: 3452, time: 27.0, train: 6.474, valid: 7.336, train_acc: 0.427, valid_acc: 0.389
epoch: 99, step: 3486, time: 32.9, train: 6.718, valid: 7.077, train_acc: 0.416, valid_acc: 0.396
epoch: 100, step: 3520, time: 30.9, train: 6.246, valid: 6.956, train_acc: 0.437, valid_acc: 0.400
epoch: 101, step: 3554, time: 32.7, train: 6.739, valid: 6.867, train_acc: 0.414, valid_acc: 0.404
epoch: 102, step: 3588, time: 29.8, train: 6.291, valid: 7.018, train_acc: 0.437, valid_acc: 0.400
epoch: 103, step: 3626, time: 34.7, train: 6.922, valid: 6.905, train_acc: 0.407, valid_acc: 0.402
epoch: 104, step: 3664, time: 31.6, train: 6.464, valid: 6.910, train_acc: 0.428, valid_acc: 0.403
epoch: 105, step: 3700, time: 32.9, train: 7.005, valid: 6.916, train_acc: 0.401, valid_acc: 0.401
epoch: 106, step: 3736, time: 30.7, train: 6.434, valid: 6.792, train_acc: 0.427, valid_acc: 0.409
epoch: 107, step: 3771, time: 33.5, train: 6.823, valid: 7.057, train_acc: 0.409, valid_acc: 0.397
epoch: 108, step: 3806, time: 30.8, train: 6.467, valid: 7.032, train_acc: 0.426, valid_acc: 0.396
epoch: 109, step: 3844, time: 34.1, train: 6.717, valid: 6.798, train_acc: 0.415, valid_acc: 0.419
epoch: 110, step: 3882, time: 32.1, train: 6.380, valid: 6.714, train_acc: 0.429, valid_acc: 0.413
epoch: 111, step: 3916, time: 32.8, train: 6.431, valid: 6.827, train_acc: 0.427, valid_acc: 0.404
epoch: 112, step: 3950, time: 31.0, train: 6.107, valid: 6.754, train_acc: 0.445, valid_acc: 0.411
epoch: 113, step: 3985, time: 33.5, train: 6.480, valid: 6.686, train_acc: 0.427, valid_acc: 0.415
epoch: 114, step: 4020, time: 30.5, train: 6.044, valid: 6.612, train_acc: 0.447, valid_acc: 0.417
epoch: 115, step: 4054, time: 31.0, train: 6.421, valid: 6.321, train_acc: 0.432, valid_acc: 0.432
epoch: 116, step: 4088, time: 28.9, train: 5.932, valid: 6.287, train_acc: 0.455, valid_acc: 0.432
epoch: 117, step: 4122, time: 32.8, train: 6.579, valid: 6.689, train_acc: 0.421, valid_acc: 0.410
epoch: 118, step: 4156, time: 30.1, train: 6.072, valid: 6.783, train_acc: 0.445, valid_acc: 0.408
epoch: 119, step: 4191, time: 32.6, train: 6.397, valid: 6.811, train_acc: 0.433, valid_acc: 0.408
epoch: 120, step: 4226, time: 30.6, train: 5.922, valid: 6.826, train_acc: 0.455, valid_acc: 0.407
epoch: 121, step: 4259, time: 33.0, train: 6.506, valid: 6.646, train_acc: 0.422, valid_acc: 0.414
epoch: 122, step: 4292, time: 29.5, train: 5.999, valid: 6.546, train_acc: 0.448, valid_acc: 0.419
epoch: 123, step: 4327, time: 35.6, train: 5.825, valid: 6.473, train_acc: 0.461, valid_acc: 0.423
epoch: 124, step: 4362, time: 32.3, train: 5.566, valid: 6.766, train_acc: 0.476, valid_acc: 0.410
epoch: 125, step: 4396, time: 33.9, train: 6.120, valid: 6.085, train_acc: 0.443, valid_acc: 0.448
epoch: 126, step: 4430, time: 31.7, train: 5.774, valid: 6.056, train_acc: 0.462, valid_acc: 0.443
epoch: 127, step: 4465, time: 33.1, train: 6.392, valid: 6.337, train_acc: 0.430, valid_acc: 0.428
epoch: 128, step: 4500, time: 30.3, train: 5.975, valid: 6.234, train_acc: 0.449, valid_acc: 0.430
epoch: 129, step: 4535, time: 34.2, train: 5.854, valid: 5.867, train_acc: 0.458, valid_acc: 0.453
epoch: 130, step: 4570, time: 31.9, train: 5.398, valid: 5.959, train_acc: 0.484, valid_acc: 0.451
epoch: 131, step: 4605, time: 34.8, train: 6.032, valid: 6.315, train_acc: 0.448, valid_acc: 0.432
epoch: 132, step: 4640, time: 31.8, train: 5.617, valid: 6.459, train_acc: 0.469, valid_acc: 0.423
epoch: 133, step: 4676, time: 35.2, train: 5.830, valid: 5.728, train_acc: 0.458, valid_acc: 0.461
epoch: 134, step: 4712, time: 32.7, train: 5.380, valid: 5.826, train_acc: 0.483, valid_acc: 0.458
epoch: 135, step: 4747, time: 38.8, train: 5.913, valid: 6.335, train_acc: 0.454, valid_acc: 0.432
epoch: 136, step: 4782, time: 34.5, train: 5.628, valid: 6.388, train_acc: 0.470, valid_acc: 0.426
epoch: 137, step: 4820, time: 36.2, train: 5.845, valid: 6.577, train_acc: 0.460, valid_acc: 0.418
epoch: 138, step: 4858, time: 34.2, train: 5.406, valid: 6.635, train_acc: 0.483, valid_acc: 0.416
epoch: 139, step: 4893, time: 34.4, train: 5.954, valid: 5.844, train_acc: 0.454, valid_acc: 0.458
epoch: 140, step: 4928, time: 31.0, train: 5.433, valid: 5.760, train_acc: 0.482, valid_acc: 0.459
epoch: 141, step: 4964, time: 33.7, train: 5.782, valid: 6.298, train_acc: 0.461, valid_acc: 0.434
epoch: 142, step: 5000, time: 31.2, train: 5.388, valid: 6.172, train_acc: 0.486, valid_acc: 0.437
epoch: 143, step: 5034, time: 32.0, train: 5.819, valid: 6.232, train_acc: 0.461, valid_acc: 0.434
epoch: 144, step: 5068, time: 29.9, train: 5.424, valid: 6.334, train_acc: 0.484, valid_acc: 0.428
epoch: 145, step: 5104, time: 34.0, train: 5.430, valid: 6.405, train_acc: 0.485, valid_acc: 0.425
epoch: 146, step: 5140, time: 31.0, train: 5.014, valid: 6.354, train_acc: 0.509, valid_acc: 0.428
epoch: 147, step: 5175, time: 33.1, train: 5.557, valid: 6.226, train_acc: 0.476, valid_acc: 0.436
epoch: 148, step: 5210, time: 29.9, train: 5.120, valid: 6.183, train_acc: 0.502, valid_acc: 0.439
epoch: 149, step: 5246, time: 35.6, train: 5.715, valid: 6.148, train_acc: 0.466, valid_acc: 0.440
epoch: 150, step: 5282, time: 33.1, train: 5.314, valid: 6.170, train_acc: 0.489, valid_acc: 0.437
