Epoch	Train	Validation
epoch: 1, step: 33, time: 32.0, train: 24.005, valid: 18.114, train_acc: 0.063, valid_acc: 0.105
epoch: 39, step: 1367, time: 33.0, train: 7.934, valid: 7.994, train_acc: 0.359, valid_acc: 0.354
epoch: 40, step: 1402, time: 30.7, train: 7.723, valid: 7.707, train_acc: 0.365, valid_acc: 0.363
epoch: 41, step: 1437, time: 32.5, train: 7.944, valid: 7.601, train_acc: 0.361, valid_acc: 0.372
epoch: 42, step: 1472, time: 30.2, train: 7.694, valid: 7.500, train_acc: 0.368, valid_acc: 0.375
epoch: 43, step: 1506, time: 31.7, train: 7.840, valid: 7.511, train_acc: 0.364, valid_acc: 0.377
epoch: 44, step: 1540, time: 28.9, train: 7.575, valid: 7.355, train_acc: 0.374, valid_acc: 0.379
epoch: 45, step: 1574, time: 31.7, train: 7.592, valid: 7.371, train_acc: 0.372, valid_acc: 0.381
epoch: 46, step: 1608, time: 29.8, train: 7.374, valid: 7.467, train_acc: 0.379, valid_acc: 0.376
epoch: 47, step: 1641, time: 32.9, train: 7.432, valid: 7.392, train_acc: 0.380, valid_acc: 0.380
epoch: 48, step: 1674, time: 29.7, train: 7.161, valid: 7.127, train_acc: 0.392, valid_acc: 0.389
epoch: 49, step: 1709, time: 32.4, train: 7.324, valid: 7.501, train_acc: 0.385, valid_acc: 0.375
epoch: 50, step: 1744, time: 29.8, train: 7.101, valid: 7.242, train_acc: 0.396, valid_acc: 0.383
epoch: 51, step: 1781, time: 35.9, train: 7.333, valid: 7.006, train_acc: 0.384, valid_acc: 0.401
epoch: 52, step: 1818, time: 33.8, train: 7.061, valid: 6.703, train_acc: 0.396, valid_acc: 0.413
epoch: 53, step: 1852, time: 34.1, train: 7.245, valid: 6.792, train_acc: 0.387, valid_acc: 0.410
epoch: 54, step: 1886, time: 31.4, train: 6.956, valid: 6.846, train_acc: 0.398, valid_acc: 0.406
epoch: 55, step: 1924, time: 36.0, train: 7.094, valid: 6.913, train_acc: 0.394, valid_acc: 0.400
epoch: 56, step: 1962, time: 34.3, train: 6.881, valid: 6.641, train_acc: 0.403, valid_acc: 0.412
epoch: 57, step: 1995, time: 32.7, train: 6.916, valid: 6.886, train_acc: 0.403, valid_acc: 0.397
epoch: 58, step: 2028, time: 29.7, train: 6.637, valid: 7.162, train_acc: 0.416, valid_acc: 0.389
epoch: 59, step: 2064, time: 35.1, train: 6.780, valid: 6.793, train_acc: 0.409, valid_acc: 0.407
epoch: 60, step: 2100, time: 32.2, train: 6.538, valid: 6.583, train_acc: 0.421, valid_acc: 0.422
epoch: 61, step: 2136, time: 31.5, train: 6.823, valid: 6.696, train_acc: 0.408, valid_acc: 0.409
epoch: 62, step: 2172, time: 30.0, train: 6.437, valid: 6.724, train_acc: 0.424, valid_acc: 0.407
epoch: 63, step: 2207, time: 32.3, train: 6.647, valid: 6.612, train_acc: 0.418, valid_acc: 0.413
epoch: 64, step: 2242, time: 30.7, train: 6.227, valid: 6.638, train_acc: 0.439, valid_acc: 0.412
epoch: 65, step: 2277, time: 33.6, train: 6.397, valid: 6.252, train_acc: 0.425, valid_acc: 0.436
epoch: 66, step: 2312, time: 30.8, train: 6.034, valid: 6.097, train_acc: 0.446, valid_acc: 0.439
epoch: 67, step: 2348, time: 32.9, train: 6.380, valid: 6.771, train_acc: 0.430, valid_acc: 0.404
epoch: 68, step: 2384, time: 30.1, train: 5.984, valid: 6.865, train_acc: 0.449, valid_acc: 0.401
epoch: 69, step: 2421, time: 34.6, train: 6.306, valid: 6.273, train_acc: 0.432, valid_acc: 0.434
epoch: 70, step: 2458, time: 32.6, train: 5.869, valid: 6.100, train_acc: 0.457, valid_acc: 0.440
epoch: 71, step: 2494, time: 35.2, train: 6.380, valid: 6.458, train_acc: 0.430, valid_acc: 0.420
epoch: 72, step: 2530, time: 31.9, train: 5.949, valid: 6.767, train_acc: 0.451, valid_acc: 0.410
epoch: 73, step: 2565, time: 31.6, train: 6.335, valid: 6.539, train_acc: 0.432, valid_acc: 0.418
epoch: 74, step: 2600, time: 29.9, train: 5.744, valid: 6.443, train_acc: 0.462, valid_acc: 0.424
epoch: 75, step: 2634, time: 31.7, train: 6.258, valid: 6.241, train_acc: 0.433, valid_acc: 0.431
epoch: 76, step: 2668, time: 28.9, train: 5.807, valid: 6.303, train_acc: 0.456, valid_acc: 0.432
epoch: 77, step: 2702, time: 31.7, train: 5.875, valid: 6.384, train_acc: 0.457, valid_acc: 0.429
epoch: 78, step: 2736, time: 29.7, train: 6.023, valid: 6.227, train_acc: 0.449, valid_acc: 0.434
epoch: 79, step: 2772, time: 33.6, train: 6.126, valid: 6.364, train_acc: 0.441, valid_acc: 0.426
epoch: 80, step: 2808, time: 31.0, train: 5.571, valid: 6.517, train_acc: 0.473, valid_acc: 0.417
epoch: 81, step: 2845, time: 36.4, train: 5.847, valid: 6.513, train_acc: 0.457, valid_acc: 0.421
epoch: 82, step: 2882, time: 33.4, train: 5.502, valid: 6.460, train_acc: 0.478, valid_acc: 0.423
epoch: 83, step: 2917, time: 33.2, train: 5.958, valid: 6.135, train_acc: 0.452, valid_acc: 0.437
epoch: 84, step: 2952, time: 31.4, train: 5.329, valid: 6.291, train_acc: 0.484, valid_acc: 0.430
epoch: 85, step: 2988, time: 33.6, train: 5.955, valid: 6.367, train_acc: 0.451, valid_acc: 0.427
epoch: 86, step: 3024, time: 30.8, train: 5.392, valid: 6.327, train_acc: 0.482, valid_acc: 0.426
epoch: 87, step: 3060, time: 32.6, train: 5.850, valid: 6.297, train_acc: 0.453, valid_acc: 0.428
epoch: 88, step: 3096, time: 30.9, train: 5.305, valid: 6.091, train_acc: 0.487, valid_acc: 0.437
epoch: 89, step: 3130, time: 33.0, train: 5.711, valid: 5.969, train_acc: 0.463, valid_acc: 0.446
epoch: 90, step: 3164, time: 30.1, train: 5.125, valid: 6.020, train_acc: 0.498, valid_acc: 0.444
epoch: 91, step: 3197, time: 33.1, train: 5.712, valid: 5.842, train_acc: 0.462, valid_acc: 0.453
epoch: 92, step: 3230, time: 31.4, train: 5.153, valid: 5.986, train_acc: 0.494, valid_acc: 0.447
epoch: 93, step: 3264, time: 32.0, train: 5.682, valid: 6.101, train_acc: 0.465, valid_acc: 0.439
epoch: 94, step: 3298, time: 29.0, train: 5.183, valid: 6.086, train_acc: 0.495, valid_acc: 0.441
epoch: 95, step: 3334, time: 33.7, train: 5.467, valid: 6.144, train_acc: 0.477, valid_acc: 0.437
epoch: 96, step: 3370, time: 31.8, train: 4.934, valid: 6.122, train_acc: 0.509, valid_acc: 0.439
epoch: 97, step: 3404, time: 30.9, train: 5.627, valid: 5.951, train_acc: 0.468, valid_acc: 0.446
epoch: 98, step: 3438, time: 28.1, train: 5.117, valid: 5.816, train_acc: 0.498, valid_acc: 0.454
epoch: 99, step: 3473, time: 35.1, train: 5.376, valid: 5.883, train_acc: 0.483, valid_acc: 0.452
epoch: 100, step: 3508, time: 33.1, train: 4.910, valid: 5.941, train_acc: 0.512, valid_acc: 0.450
epoch: 101, step: 3542, time: 30.9, train: 5.240, valid: 6.108, train_acc: 0.493, valid_acc: 0.436
epoch: 102, step: 3576, time: 28.7, train: 4.717, valid: 6.200, train_acc: 0.526, valid_acc: 0.434
epoch: 103, step: 3612, time: 36.7, train: 5.379, valid: 6.247, train_acc: 0.484, valid_acc: 0.431
epoch: 104, step: 3648, time: 33.3, train: 5.007, valid: 6.007, train_acc: 0.506, valid_acc: 0.445
epoch: 105, step: 3683, time: 33.6, train: 5.578, valid: 5.775, train_acc: 0.471, valid_acc: 0.458
epoch: 106, step: 3718, time: 30.8, train: 4.971, valid: 5.614, train_acc: 0.507, valid_acc: 0.466
epoch: 107, step: 3750, time: 30.9, train: 5.001, valid: 5.696, train_acc: 0.508, valid_acc: 0.462
epoch: 108, step: 3782, time: 28.9, train: 4.536, valid: 5.633, train_acc: 0.540, valid_acc: 0.465
epoch: 109, step: 3818, time: 33.0, train: 5.590, valid: 6.093, train_acc: 0.471, valid_acc: 0.439
epoch: 110, step: 3854, time: 31.6, train: 5.107, valid: 5.979, train_acc: 0.499, valid_acc: 0.447
epoch: 111, step: 3887, time: 32.6, train: 5.339, valid: 5.820, train_acc: 0.486, valid_acc: 0.454
epoch: 112, step: 3920, time: 29.6, train: 4.819, valid: 5.805, train_acc: 0.519, valid_acc: 0.454
epoch: 113, step: 3956, time: 34.3, train: 5.013, valid: 5.724, train_acc: 0.504, valid_acc: 0.456
epoch: 114, step: 3992, time: 31.4, train: 4.593, valid: 5.684, train_acc: 0.534, valid_acc: 0.459
epoch: 115, step: 4030, time: 35.5, train: 5.118, valid: 5.889, train_acc: 0.499, valid_acc: 0.450
epoch: 116, step: 4068, time: 33.7, train: 4.627, valid: 5.823, train_acc: 0.532, valid_acc: 0.454
epoch: 117, step: 4105, time: 35.4, train: 5.344, valid: 6.043, train_acc: 0.485, valid_acc: 0.443
epoch: 118, step: 4142, time: 32.2, train: 4.652, valid: 5.920, train_acc: 0.529, valid_acc: 0.449
epoch: 119, step: 4177, time: 32.8, train: 5.226, valid: 5.812, train_acc: 0.492, valid_acc: 0.457
epoch: 120, step: 4212, time: 30.6, train: 4.682, valid: 5.794, train_acc: 0.527, valid_acc: 0.458
epoch: 121, step: 4247, time: 33.9, train: 5.143, valid: 5.836, train_acc: 0.498, valid_acc: 0.452
epoch: 122, step: 4282, time: 30.7, train: 4.574, valid: 5.726, train_acc: 0.534, valid_acc: 0.458
epoch: 123, step: 4315, time: 31.9, train: 5.271, valid: 5.278, train_acc: 0.489, valid_acc: 0.486
epoch: 124, step: 4348, time: 29.9, train: 4.594, valid: 5.209, train_acc: 0.533, valid_acc: 0.493
epoch: 125, step: 4383, time: 34.9, train: 5.053, valid: 5.809, train_acc: 0.503, valid_acc: 0.455
epoch: 126, step: 4418, time: 31.6, train: 4.468, valid: 5.975, train_acc: 0.542, valid_acc: 0.445
epoch: 127, step: 4451, time: 30.9, train: 4.920, valid: 5.636, train_acc: 0.512, valid_acc: 0.467
epoch: 128, step: 4484, time: 29.0, train: 4.340, valid: 5.598, train_acc: 0.551, valid_acc: 0.468
epoch: 129, step: 4519, time: 35.8, train: 4.564, valid: 5.557, train_acc: 0.538, valid_acc: 0.468
epoch: 130, step: 4554, time: 32.4, train: 3.999, valid: 5.612, train_acc: 0.578, valid_acc: 0.465
epoch: 131, step: 4588, time: 33.9, train: 4.931, valid: 5.591, train_acc: 0.511, valid_acc: 0.465
epoch: 132, step: 4622, time: 30.6, train: 4.334, valid: 5.641, train_acc: 0.551, valid_acc: 0.464
epoch: 133, step: 4658, time: 33.8, train: 4.635, valid: 5.689, train_acc: 0.530, valid_acc: 0.463
epoch: 134, step: 4694, time: 31.3, train: 4.345, valid: 5.609, train_acc: 0.552, valid_acc: 0.467
epoch: 135, step: 4729, time: 35.3, train: 4.411, valid: 5.163, train_acc: 0.547, valid_acc: 0.493
epoch: 136, step: 4764, time: 31.8, train: 3.935, valid: 5.076, train_acc: 0.583, valid_acc: 0.498
epoch: 137, step: 4799, time: 33.1, train: 4.368, valid: 5.235, train_acc: 0.550, valid_acc: 0.487
epoch: 138, step: 4834, time: 31.6, train: 3.863, valid: 5.307, train_acc: 0.588, valid_acc: 0.484
epoch: 139, step: 4872, time: 34.9, train: 4.713, valid: 5.360, train_acc: 0.524, valid_acc: 0.483
epoch: 140, step: 4910, time: 31.2, train: 4.143, valid: 5.410, train_acc: 0.567, valid_acc: 0.479
epoch: 141, step: 4943, time: 31.9, train: 4.655, valid: 5.227, train_acc: 0.529, valid_acc: 0.488
epoch: 142, step: 4976, time: 30.8, train: 4.055, valid: 5.497, train_acc: 0.572, valid_acc: 0.472
epoch: 143, step: 5009, time: 32.3, train: 4.587, valid: 5.076, train_acc: 0.536, valid_acc: 0.500
epoch: 144, step: 5042, time: 29.3, train: 4.003, valid: 4.875, train_acc: 0.580, valid_acc: 0.512
epoch: 145, step: 5074, time: 32.2, train: 4.460, valid: 5.035, train_acc: 0.543, valid_acc: 0.502
epoch: 146, step: 5106, time: 29.2, train: 3.919, valid: 5.058, train_acc: 0.585, valid_acc: 0.501
epoch: 147, step: 5141, time: 34.2, train: 4.396, valid: 5.264, train_acc: 0.548, valid_acc: 0.490
epoch: 148, step: 5176, time: 32.0, train: 3.846, valid: 5.271, train_acc: 0.592, valid_acc: 0.489
epoch: 149, step: 5210, time: 32.8, train: 4.309, valid: 5.139, train_acc: 0.555, valid_acc: 0.495
epoch: 150, step: 5244, time: 29.5, train: 3.804, valid: 5.212, train_acc: 0.595, valid_acc: 0.492
